group,dominant_topic,topic_label,topic_prob,sentiment,polarity,subjectivity
sci.med.disease,Topic 16,file image,0.294,Positive,0.222,0.431
politics.guns.control,Topic 30,president of the united states,0.498,Neutral,-0.007,0.337
rec.motorcycles,Topic 13,let put,0.273,Neutral,-0.031,0.244
rec.motorcycles,Topic 26,football player vs. football team,0.231,Neutral,0.022,0.494
comp.windows.x,Topic 13,let put,0.36,Neutral,0.0,0.0
misc.forsale,Topic 11,sale new,0.25,Positive,0.278,0.622
religion.christian.church,Topic 14,god christian,0.453,Positive,0.104,0.531
comp.graphics.software,Topic 16,file image,0.345,Positive,0.23,0.5
sci.crypt,Topic 13,let put,0.331,Positive,0.171,0.574
comp.hardware.cpu,Topic 12,computer system,0.33,Positive,0.215,0.225
sci.med.disease,Topic 28,patient drug,0.379,Positive,0.113,0.32
misc.forsale,Topic 10,key government,0.228,Positive,0.275,0.504
rec.motorcycles,Topic 13,let put,0.541,Negative,-0.092,0.413
comp.windows.x,Topic 16,file image,0.374,Positive,0.17,0.501
comp.sys.mac.hardware,Topic 11,sale new,0.285,Positive,0.209,0.573
politics.guns.rights,Topic 13,let put,0.28,Positive,0.202,0.439
politics.mideast.israel,Topic 13,let put,0.21,Neutral,0.011,0.456
politics.guns.control,Topic 13,let put,0.373,Positive,0.417,0.667
sci.space.astronomy,Topic 9,space earth,0.573,Positive,0.081,0.348
sci.crypt,Topic 4,state law gun,0.301,Positive,0.23,0.412
rec.sport.baseball,Topic 26,football player vs. football team,0.318,Positive,0.143,0.518
sci.space.nasa,Topic 9,space earth,0.59,Positive,0.138,0.314
rec.sport.baseball,Topic 17,evidence claim,0.419,Neutral,0.0,0.267
alt.atheism,Topic 14,god christian,0.423,Neutral,-0.005,0.5
sport.hockey.nhl,Topic 26,football player vs. football team,0.279,Neutral,0.0,0.411
rec.sport.baseball,Topic 24,mike and john,0.198,Positive,0.125,0.225
religion.christian.church,Topic 17,evidence claim,0.294,Positive,0.129,0.457
sci.space.nasa,Topic 13,let put,0.406,Neutral,0.0,0.0
misc.forsale,Topic 16,file image,0.232,Positive,0.347,0.456
misc.forsale,Topic 11,sale new,0.438,Positive,0.363,0.521
misc.forsale,Topic 13,let put,0.339,Positive,0.204,0.485
comp.windows.x,Topic 16,file image,0.443,Positive,0.1,0.1
politics.mideast.israel,Topic 7,israel jew,0.271,Positive,0.237,0.411
politics.mideast.israel,Topic 7,israel jew,0.281,Negative,-0.128,0.677
rec.autos.buying,Topic 27,bike motorcycle,0.224,Neutral,0.0,0.5
politics.mideast.arab,Topic 7,israel jew,0.302,Neutral,0.02,0.458
politics.guns.control,Topic 30,president of the united states,0.607,Positive,0.057,0.264
misc.forsale,Topic 11,sale new,0.188,Positive,0.143,0.447
comp.os.ms-windows.misc,Topic 21,clock part,0.156,Positive,0.062,0.35
sci.crypt,Topic 10,key government,0.49,Neutral,0.042,0.52
politics.guns.control,Topic 13,let put,0.296,Positive,0.7,0.6
sci.med.treatment,Topic 17,evidence claim,0.46,Positive,0.126,0.4
misc.forsale,Topic 20,mile a car,0.397,Positive,0.272,0.519
sci.crypt,Topic 13,let put,0.239,Positive,0.182,0.454
sci.space.astronomy,Topic 13,let put,0.384,Positive,0.147,0.408
sci.crypt,Topic 4,state law gun,0.208,Neutral,0.009,0.404
comp.graphics.software,Topic 12,computer system,0.429,Positive,0.425,0.575
sci.electronics.circuit,Topic 13,let put,0.351,Positive,0.134,0.48
sci.electronics.circuit,Topic 4,state law gun,0.15,Positive,0.262,0.573
sci.electronics.circuit,Topic 12,computer system,0.435,Neutral,0.011,0.355
rec.sport.baseball,Topic 13,let put,0.371,Positive,0.112,0.441
misc.forsale,Topic 13,let put,0.223,Positive,0.259,0.566
alt.atheism,Topic 14,god christian,0.166,Neutral,0.049,0.528
sci.med.disease,Topic 17,evidence claim,0.423,Positive,0.166,0.588
politics.mideast.arab,Topic 7,israel jew,0.372,Neutral,0.029,0.376
sci.electronics.devices,Topic 12,computer system,0.419,Positive,0.055,0.287
politics.mideast.israel,Topic 13,let put,0.443,Positive,0.102,0.407
comp.hardware.drives,Topic 12,computer system,0.295,Positive,0.312,0.2
rec.sport.baseball,Topic 13,let put,0.315,Positive,0.281,0.292
sci.crypt,Topic 16,file image,0.224,Positive,0.125,0.167
sci.space.nasa,Topic 30,president of the united states,0.276,Positive,0.172,0.42
politics.guns.control,Topic 30,president of the united states,0.285,Positive,0.188,0.57
sci.electronics.circuit,Topic 21,clock part,0.329,Positive,0.077,0.406
politics.guns.rights,Topic 4,state law gun,0.23,Positive,0.185,0.434
politics.mideast.israel,Topic 13,let put,0.546,Positive,0.115,0.445
rec.sport.baseball,Topic 26,football player vs. football team,0.394,Positive,0.213,0.688
talk.religion.misc,Topic 14,god christian,0.328,Neutral,0.047,0.49
comp.sys.mac.hardware,Topic 11,sale new,0.254,Positive,0.189,0.493
sci.space.nasa,Topic 13,let put,0.693,Neutral,0.031,0.723
rec.sport.baseball,Topic 13,let put,0.379,Neutral,0.012,0.418
talk.religion.misc,Topic 14,god christian,0.489,Neutral,0.0,0.1
politics.mideast.arab,Topic 14,god christian,0.379,Positive,0.162,0.517
comp.graphics.software,Topic 13,let put,0.316,Positive,0.075,0.639
comp.hardware.cpu,Topic 12,computer system,0.352,Neutral,0.0,0.0
comp.hardware.cpu,Topic 12,computer system,0.424,Negative,-0.525,0.531
comp.graphics.software,Topic 16,file image,0.339,Positive,0.6,1.0
talk.politics.misc,Topic 13,let put,0.41,Negative,-0.258,0.75
talk.religion.misc,Topic 18,armenian azerbaijan,0.268,Neutral,0.004,0.375
sci.space.astronomy,Topic 9,space earth,0.281,Positive,0.272,0.444
comp.hardware.drives,Topic 11,sale new,0.36,Positive,0.18,0.609
comp.hardware.drives,Topic 12,computer system,0.251,Positive,0.082,0.348
alt.atheism,Topic 17,evidence claim,0.33,Neutral,0.0,0.15
sci.electronics.circuit,Topic 25,homosexual homosexuality,0.173,Negative,-0.156,0.289
politics.guns.rights,Topic 4,state law gun,0.334,Positive,0.143,0.471
comp.hardware.drives,Topic 12,computer system,0.278,Positive,0.067,0.242
sci.electronics.circuit,Topic 13,let put,0.238,Neutral,0.029,0.46
sci.crypt,Topic 21,clock part,0.2,Positive,0.071,0.488
sci.crypt,Topic 13,let put,0.475,Neutral,0.05,0.35
talk.politics.misc,Topic 13,let put,0.291,Neutral,0.0,0.125
politics.guns.control,Topic 30,president of the united states,0.32,Negative,-0.142,0.411
comp.graphics.software,Topic 12,computer system,0.254,Positive,0.308,0.35
comp.sys.mac.hardware,Topic 12,computer system,0.486,Neutral,0.019,0.361
misc.forsale,Topic 11,sale new,0.607,Positive,0.153,0.2
sci.crypt,Topic 10,key government,0.232,Positive,0.228,0.48
talk.religion.misc,Topic 14,god christian,0.184,Positive,0.184,0.47
comp.hardware.cpu,Topic 13,let put,0.401,Neutral,0.0,0.062
rec.motorcycles,Topic 13,let put,0.265,Positive,0.18,0.502
misc.forsale,Topic 11,sale new,0.425,Negative,-0.207,0.474
rec.sport.baseball,Topic 13,let put,0.366,Positive,0.25,0.312
sport.hockey.nhl,Topic 13,let put,0.256,Positive,0.083,0.229
comp.hardware.cpu,Topic 13,let put,0.226,Positive,0.163,0.183
talk.religion.misc,Topic 17,evidence claim,0.368,Neutral,0.016,0.502
comp.hardware.drives,Topic 16,file image,0.28,Positive,0.106,0.324
alt.atheism,Topic 13,let put,0.295,Positive,0.473,0.768
sci.space.nasa,Topic 9,space earth,0.458,Positive,0.151,0.425
alt.atheism,Topic 17,evidence claim,0.38,Neutral,-0.04,0.6
comp.hardware.drives,Topic 11,sale new,0.378,Neutral,0.038,0.388
comp.os.ms-windows.misc,Topic 12,computer system,0.366,Positive,0.323,0.38
sci.electronics.circuit,Topic 13,let put,0.364,Positive,0.483,0.594
religion.christian.church,Topic 14,god christian,0.496,Positive,0.4,0.4
sci.med.disease,Topic 9,space earth,0.486,Positive,0.078,0.171
sci.crypt,Topic 16,file image,0.254,Positive,0.116,0.502
comp.os.ms-windows.misc,Topic 12,computer system,0.537,Positive,0.197,0.624
sci.crypt,Topic 17,evidence claim,0.286,Positive,0.25,0.667
comp.windows.x,Topic 13,let put,0.468,Positive,0.169,0.535
sport.hockey.nhl,Topic 20,mile a car,0.145,Negative,-0.375,0.4
comp.sys.mac.hardware,Topic 13,let put,0.542,Neutral,-0.025,0.822
politics.mideast.israel,Topic 14,god christian,0.229,Positive,0.071,0.34
politics.mideast.israel,Topic 13,let put,0.273,Positive,0.18,0.553
politics.mideast.arab,Topic 7,israel jew,0.525,Positive,0.057,0.358
comp.graphics.software,Topic 8,wiki wiki,0.268,Negative,-0.208,0.333
religion.christian.bible,Topic 14,god christian,0.277,Neutral,0.021,0.457
sci.electronics.devices,Topic 23,power battery,0.237,Positive,0.104,0.369
politics.guns.rights,Topic 13,let put,0.537,Neutral,0.045,0.57
comp.windows.x,Topic 12,computer system,0.46,Neutral,-0.047,0.344
sport.hockey.nhl,Topic 13,let put,0.505,Neutral,-0.038,0.516
sci.med.disease,Topic 17,evidence claim,0.21,Neutral,0.045,0.555
talk.politics.misc,Topic 13,let put,0.553,Positive,0.1,0.3
sport.hockey.nhl,Topic 14,god christian,0.206,Neutral,0.0,0.083
sci.crypt,Topic 12,computer system,0.318,Neutral,0.033,0.392
rec.sport.baseball,Topic 13,let put,0.424,Positive,0.211,0.464
talk.politics.misc,Topic 13,let put,0.36,Neutral,0.034,0.551
politics.guns.rights,Topic 13,let put,0.184,Positive,0.246,0.562
politics.guns.rights,Topic 4,state law gun,0.285,Positive,0.167,0.498
rec.motorcycles,Topic 13,let put,0.304,Neutral,0.017,0.567
comp.os.ms-windows.misc,Topic 12,computer system,0.436,Positive,0.099,0.366
sci.med.disease,Topic 28,patient drug,0.252,Neutral,0.0,0.0
comp.os.ms-windows.misc,Topic 12,computer system,0.521,Positive,0.115,0.617
sci.crypt,Topic 10,key government,0.436,Positive,0.105,0.691
rec.motorcycles,Topic 13,let put,0.428,Positive,0.7,0.6
comp.windows.x,Topic 22,window set color,0.221,Positive,0.12,0.402
politics.guns.control,Topic 13,let put,0.48,Positive,0.195,0.629
comp.os.ms-windows.misc,Topic 6,bit point,0.339,Negative,-0.125,0.312
talk.religion.misc,Topic 13,let put,0.262,Positive,0.075,0.517
rec.sport.baseball,Topic 15,copy of a page,0.203,Positive,0.525,0.704
talk.religion.misc,Topic 14,god christian,0.494,Positive,0.138,0.448
sport.hockey.nhl,Topic 24,mike and john,0.649,Neutral,0.0,0.0
sci.crypt,Topic 13,let put,0.237,Positive,0.3,0.375
misc.forsale,Topic 26,football player vs. football team,0.24,Positive,0.4,0.7
sci.electronics.devices,Topic 22,window set color,0.512,Positive,0.075,0.7
religion.christian.church,Topic 13,let put,0.331,Neutral,0.034,0.404
religion.christian.bible,Topic 14,god christian,0.391,Positive,0.101,0.397
religion.christian.bible,Topic 17,evidence claim,0.554,Positive,0.186,0.542
sci.med.disease,Topic 17,evidence claim,0.31,Positive,0.336,0.53
sci.med.disease,Topic 17,evidence claim,0.397,Neutral,-0.01,0.26
politics.guns.control,Topic 13,let put,0.715,Positive,0.237,0.487
comp.os.ms-windows.misc,Topic 22,window set color,0.257,Neutral,0.0,0.0
rec.motorcycles,Topic 13,let put,0.365,Positive,0.233,0.2
sci.med.disease,Topic 14,god christian,0.281,Positive,0.171,0.366
sci.space.nasa,Topic 16,file image,0.312,Negative,-0.165,0.714
comp.hardware.cpu,Topic 12,computer system,0.285,Positive,0.5,0.889
comp.windows.x,Topic 13,let put,0.264,Neutral,0.02,0.3
misc.forsale,Topic 11,sale new,0.374,Positive,0.18,0.477
rec.sport.baseball,Topic 26,football player vs. football team,0.385,Positive,0.235,0.435
sci.med.treatment,Topic 30,president of the united states,0.308,Positive,0.13,0.506
sci.crypt,Topic 10,key government,0.366,Neutral,0.044,0.451
rec.sport.baseball,Topic 2,taken home home,0.24,Negative,-0.156,0.289
comp.graphics.software,Topic 16,file image,0.316,Positive,0.133,0.589
sci.med.disease,Topic 28,patient drug,0.434,Neutral,0.044,0.323
sci.crypt,Topic 10,key government,0.323,Positive,0.058,0.376
comp.windows.x,Topic 16,file image,0.347,Positive,0.087,0.317
comp.hardware.drives,Topic 12,computer system,0.251,Positive,0.15,0.3
comp.windows.x,Topic 13,let put,0.261,Positive,0.124,0.525
rec.motorcycles,Topic 13,let put,0.369,Neutral,0.025,0.376
talk.politics.misc,Topic 30,president of the united states,0.28,Positive,0.25,0.482
comp.windows.x,Topic 13,let put,0.324,Neutral,0.05,1.0
comp.os.ms-windows.misc,Topic 16,file image,0.292,Neutral,0.037,0.461
sci.med.disease,Topic 13,let put,0.341,Positive,0.139,0.478
comp.windows.x,Topic 12,computer system,0.245,Positive,0.208,0.663
misc.forsale,Topic 11,sale new,0.428,Positive,0.169,0.445
politics.guns.control,Topic 13,let put,0.299,Positive,0.111,0.474
sci.space.nasa,Topic 13,let put,0.341,Neutral,-0.025,0.494
comp.windows.x,Topic 16,file image,0.269,Positive,0.25,0.75
politics.guns.control,Topic 13,let put,0.442,Neutral,0.0,0.022
talk.politics.misc,Topic 13,let put,0.388,Neutral,-0.041,0.57
sci.electronics.circuit,Topic 17,evidence claim,0.319,Neutral,0.0,0.6
comp.graphics.hardware,Topic 12,computer system,0.56,Negative,-0.078,0.366
sci.med.disease,Topic 13,let put,0.435,Positive,0.175,0.598
rec.sport.baseball,Topic 26,football player vs. football team,0.498,Positive,0.124,0.394
talk.religion.misc,Topic 14,god christian,0.256,Positive,0.069,0.372
comp.os.ms-windows.misc,Topic 12,computer system,0.313,Neutral,0.0,0.4
alt.atheism,Topic 17,evidence claim,0.208,Positive,0.144,0.312
politics.guns.control,Topic 13,let put,0.435,Negative,-0.5,0.433
religion.christian.bible,Topic 14,god christian,0.407,Positive,0.067,0.441
rec.autos.buying,Topic 13,let put,0.372,Positive,0.25,0.938
sci.crypt,Topic 10,key government,0.392,Neutral,-0.01,0.591
comp.sys.mac.hardware,Topic 11,sale new,0.438,Neutral,-0.01,0.39
comp.windows.x,Topic 12,computer system,0.3,Positive,0.118,0.453
rec.sport.baseball,Topic 26,football player vs. football team,0.351,Positive,0.135,0.549
comp.os.ms-windows.misc,Topic 12,computer system,0.388,Positive,0.16,0.587
sport.hockey.general,Topic 13,let put,0.293,Positive,0.246,0.672
comp.windows.x,Topic 22,window set color,0.389,Positive,0.278,0.505
talk.religion.misc,Topic 13,let put,0.308,Positive,0.209,0.709
politics.guns.control,Topic 13,let put,0.552,Positive,0.2,0.2
rec.motorcycles,Topic 13,let put,0.232,Positive,0.537,0.677
comp.hardware.drives,Topic 11,sale new,0.34,Neutral,-0.03,0.415
politics.guns.control,Topic 30,president of the united states,0.415,Negative,-0.076,0.605
talk.politics.misc,Topic 13,let put,0.474,Positive,0.202,0.92
comp.graphics.software,Topic 22,window set color,0.357,Neutral,0.004,0.28
politics.guns.rights,Topic 13,let put,0.301,Positive,0.101,0.282
sci.crypt,Topic 13,let put,0.326,Positive,0.086,0.501
alt.atheism,Topic 13,let put,0.314,Positive,0.085,0.544
comp.windows.x,Topic 29,subject newsgroups,0.265,Neutral,-0.016,0.554
sci.crypt,Topic 13,let put,0.41,Neutral,0.023,0.762
sci.electronics.devices,Topic 12,computer system,0.284,Positive,0.057,0.403
comp.os.ms-windows.misc,Topic 16,file image,0.467,Neutral,0.017,0.511
politics.mideast.israel,Topic 13,let put,0.374,Neutral,-0.035,0.778
rec.motorcycles,Topic 13,let put,0.4,Neutral,0.035,0.518
talk.politics.misc,Topic 30,president of the united states,0.297,Positive,0.319,0.644
sci.crypt,Topic 13,let put,0.318,Positive,0.067,0.522
comp.windows.x,Topic 22,window set color,0.344,Neutral,0.042,0.499
sport.hockey.nhl,Topic 26,football player vs. football team,0.386,Positive,0.139,0.389
comp.windows.x,Topic 22,window set color,0.42,Positive,0.081,0.464
sci.med.treatment,Topic 13,let put,0.249,Positive,0.052,0.473
talk.religion.misc,Topic 22,window set color,0.257,Positive,0.233,0.767
comp.sys.mac.hardware,Topic 12,computer system,0.315,Positive,0.178,0.378
comp.hardware.drives,Topic 12,computer system,0.351,Positive,0.362,0.537
talk.politics.misc,Topic 13,let put,0.202,Positive,0.128,0.458
comp.windows.x,Topic 13,let put,0.312,Positive,0.16,0.48
sci.electronics.circuit,Topic 21,clock part,0.205,Positive,0.433,0.833
talk.politics.misc,Topic 14,god christian,0.228,Neutral,0.039,0.522
sci.space.nasa,Topic 9,space earth,0.439,Positive,0.14,0.337
rec.motorcycles,Topic 20,mile a car,0.54,Positive,0.25,0.5
rec.motorcycles,Topic 13,let put,0.344,Neutral,-0.028,0.684
religion.christian.bible,Topic 14,god christian,0.523,Positive,0.145,0.558
talk.religion.misc,Topic 13,let put,0.44,Negative,-0.137,0.53
comp.windows.x,Topic 16,file image,0.266,Positive,0.143,0.481
sci.electronics.circuit,Topic 11,sale new,0.357,Positive,0.113,0.275
sci.crypt,Topic 13,let put,0.274,Positive,0.194,0.421
talk.politics.misc,Topic 4,state law gun,0.489,Positive,0.267,0.783
alt.atheism,Topic 13,let put,0.49,Positive,0.233,0.567
sport.hockey.nhl,Topic 24,mike and john,0.33,Positive,0.517,0.583
comp.windows.x,Topic 16,file image,0.41,Positive,0.2,0.2
misc.forsale,Topic 13,let put,0.479,Positive,0.266,0.438
rec.sport.baseball,Topic 26,football player vs. football team,0.324,Neutral,0.0,0.0
religion.christian.bible,Topic 17,evidence claim,0.451,Positive,0.203,0.621
sport.hockey.nhl,Topic 13,let put,0.438,Positive,0.1,0.283
sci.med.treatment,Topic 30,president of the united states,0.22,Neutral,0.022,0.371
comp.os.ms-windows.misc,Topic 11,sale new,0.336,Positive,0.229,0.602
rec.autos.buying,Topic 13,let put,0.46,Positive,0.212,0.728
talk.politics.misc,Topic 13,let put,0.332,Negative,-0.35,0.6
comp.hardware.cpu,Topic 12,computer system,0.238,Neutral,0.0,0.0
misc.forsale,Topic 13,let put,0.232,Positive,0.431,0.49
rec.sport.baseball,Topic 13,let put,0.328,Positive,0.327,0.465
comp.graphics.software,Topic 16,file image,0.213,Neutral,-0.031,0.347
comp.windows.x,Topic 22,window set color,0.459,Positive,0.09,0.518
religion.christian.bible,Topic 13,let put,0.454,Neutral,-0.008,0.567
comp.os.ms-windows.misc,Topic 13,let put,0.469,Negative,-0.289,0.469
rec.sport.baseball,Topic 13,let put,0.293,Positive,0.228,0.465
comp.hardware.drives,Topic 12,computer system,0.425,Negative,-0.222,0.447
comp.graphics.software,Topic 16,file image,0.266,Positive,0.28,0.545
rec.autos.buying,Topic 30,president of the united states,0.171,Neutral,-0.049,0.547
comp.graphics.software,Topic 13,let put,0.296,Negative,-0.092,0.098
sci.space.nasa,Topic 13,let put,0.366,Negative,-0.077,0.552
rec.sport.baseball,Topic 26,football player vs. football team,0.307,Positive,0.15,0.713
comp.os.ms-windows.misc,Topic 12,computer system,0.524,Positive,0.155,0.528
talk.religion.misc,Topic 14,god christian,0.325,Neutral,0.0,0.0
rec.sport.baseball,Topic 26,football player vs. football team,0.308,Positive,0.079,0.502
sci.space.astronomy,Topic 9,space earth,0.517,Positive,0.152,0.397
rec.motorcycles,Topic 13,let put,0.401,Negative,-0.333,0.667
rec.sport.baseball,Topic 26,football player vs. football team,0.588,Neutral,-0.023,0.501
comp.windows.x,Topic 16,file image,0.479,Positive,0.186,0.342
rec.motorcycles,Topic 13,let put,0.644,Positive,0.155,0.58
comp.windows.x,Topic 16,file image,0.241,Positive,0.252,0.696
politics.mideast.arab,Topic 30,president of the united states,0.309,Negative,-0.089,0.354
comp.windows.x,Topic 12,computer system,0.45,Positive,0.125,0.188
rec.sport.baseball,Topic 13,let put,0.594,Positive,0.264,0.502
sci.electronics.circuit,Topic 11,sale new,0.613,Positive,0.525,0.713
sci.space.nasa,Topic 10,key government,0.2,Negative,-0.7,0.667
comp.hardware.drives,Topic 12,computer system,0.261,Neutral,0.003,0.613
sci.med.disease,Topic 2,taken home home,0.292,Negative,-0.081,0.469
sci.med.disease,Topic 13,let put,0.247,Negative,-0.104,0.234
sci.electronics.devices,Topic 23,power battery,0.237,Negative,-0.086,0.271
sport.hockey.nhl,Topic 13,let put,0.223,Neutral,0.018,0.316
sci.crypt,Topic 4,state law gun,0.34,Negative,-0.125,0.417
rec.motorcycles,Topic 20,mile a car,0.481,Neutral,0.0,0.0
comp.sys.mac.hardware,Topic 13,let put,0.341,Positive,0.081,0.509
politics.guns.control,Topic 13,let put,0.303,Positive,0.069,0.344
